,AvaTax System Tax Code,AvaTax System Tax Code Description,Additional AvaTax System Tax Code Information,list_tax_code_des,list_tax_code_info,UNSPSC_corresponding_code
2455,ST040101,Technical support services (not part of a maintenance agreement - e.g. phone support) - for business use,Technical support services that are not associated with computer software and are generally available for a per hour or per instance fee. this is a service only and no tpp is transferred.,"['support', 'technic', 'mainten', 'eg', 'agreement', 'use', 'part', 'servic', 'phone', 'busin']","['support', 'technic', 'per', 'softwar', 'avail', 'tpp', 'instanc', 'comput', 'servic', 'gener', 'transfer', 'fee', 'hour', 'associ']",48101618.0
2456,ST050100,Telecommunication-answering,Automated/machine telephone answering services. this does not include answering services that involve humans.,"['telecommun', 'answer']","['autom', 'answer', 'machin', 'includ', 'servic', 'involv', 'human', 'telephon']",43191505.0
2457,ST050101,Telecommunication - automated answering services - for business use,Automated/machine telephone answering services. this does not include answering services that involve humans.,"['autom', 'answer', 'use', 'servic', 'telecommun', 'busin']","['autom', 'answer', 'machin', 'includ', 'servic', 'involv', 'human', 'telephon']",48101501.0
2458,ST080000,Training and seminar,"Charges for training that is not associated with the sales of computer software. this tax code is normally associated with general training, seminars and conferences where the sponsor disperses important information and the audience is educated by qualified representatives.","['train', 'seminar']","['sale', 'repres', 'softwar', 'qualifi', 'normal', 'gener', 'import', 'comput', 'seminar', 'audienc', 'train', 'associ', 'sponsor', 'charg', 'inform', 'confer', 'educ', 'dispers', 'tax', 'code']",
2459,ST087634,Online training,,"['train', 'onlin']",[],
2460,,Transportation,,['transport'],[],
2461,ST096306,Air transportation services,,"['transport', 'servic', 'air']",[],48102112.0
2462,ST096738,Limousine services,,"['servic', 'limousin']",[],48101901.0
2463,ST097154,Transportation services,,"['servic', 'transport']",[],48102112.0
2464,ST147146,Towing services,,"['tow', 'servic']",[],48101901.0
2465,ST157135,Settlement services - related to real estate,"Services by establishments primarily engaged in one or more of the following activities: (1) researching public land records to gather information related to real estate titles; (2) preparing documents necessary for the transfer of the title, financing, and settlement; (3) conducting final real estate settlements and closings; and (4) final legal and other documents relating to the sale of real estate.","['estat', 'real', 'servic', 'relat', 'settlement']","['sale', 'transfer', 'engag', 'document', 'real', 'research', 'conduct', 'establish', 'land', 'legal', 'estat', 'follow', 'relat', 'record', 'relat', 'settlement', 'close', 'one', 'activ', 'necessari', 'prepar', 'titl', 'public', 'financ', 'primarili', 'inform', 'final', 'servic', 'gather']",48101901.0
2466,ST157136,Title abstract services - related to real estate,"Services by establishments primarily engaged in one or more of the following activities: (1) researching public land records to gather information related to real estate titles; (2) preparing documents necessary for the transfer of the title, financing, and settlement; (3) conducting final real estate settlements and closings; and (4) final legal and other documents relating to the sale of real estate.","['titl', 'estat', 'real', 'servic', 'relat', 'abstract']","['sale', 'transfer', 'engag', 'document', 'real', 'research', 'conduct', 'establish', 'land', 'legal', 'estat', 'follow', 'relat', 'record', 'relat', 'settlement', 'close', 'one', 'activ', 'necessari', 'prepar', 'titl', 'public', 'financ', 'primarili', 'inform', 'final', 'servic', 'gather']",48101901.0
2467,ST157137,Title services - related to real estate,"Services by establishments primarily engaged in one or more of the following activities: (1) researching public land records to gather information related to real estate titles; (2) preparing documents necessary for the transfer of the title, financing, and settlement; (3) conducting final real estate settlements and closings; and (4) final legal and other documents relating to the sale of real estate.","['titl', 'estat', 'real', 'servic', 'relat']","['sale', 'transfer', 'engag', 'document', 'real', 'research', 'conduct', 'establish', 'land', 'legal', 'estat', 'follow', 'relat', 'record', 'relat', 'settlement', 'close', 'one', 'activ', 'necessari', 'prepar', 'titl', 'public', 'financ', 'primarili', 'inform', 'final', 'servic', 'gather']",48101901.0
2468,ST157138,Title search services - related to real estate,"Services by establishments primarily engaged in one or more of the following activities: (1) researching public land records to gather information related to real estate titles; (2) preparing documents necessary for the transfer of the title, financing, and settlement; (3) conducting final real estate settlements and closings; and (4) final legal and other documents relating to the sale of real estate.","['titl', 'search', 'estat', 'real', 'servic', 'relat']","['sale', 'transfer', 'engag', 'document', 'real', 'research', 'conduct', 'establish', 'land', 'legal', 'estat', 'follow', 'relat', 'record', 'relat', 'settlement', 'close', 'one', 'activ', 'necessari', 'prepar', 'titl', 'public', 'financ', 'primarili', 'inform', 'final', 'servic', 'gather']",48101901.0
2469,ST160000,Translation and interpretation services,This industry comprises establishments primarily engaged in translating written material and interpreting speech from one language to another and establishments primarily engaged in providing sign language services.,"['interpret', 'translat', 'servic']","['interpret', 'primarili', 'engag', 'compris', 'translat', 'speech', 'one', 'anoth', 'provid', 'written', 'sign', 'languag', 'servic', 'materi', 'establish', 'industri']",48101901.0
2470,SW019478,Warranty contract - (optional)-associated with the sale of tpp,,"['sale', 'tpp', 'contract', 'warranti', 'option', 'associ']",[],
2471,SW037234,Water softening services,,"['soften', 'servic', 'water']",[],48101619.0
2472,SW040000,Watercraft (other),"Services performed on watercrafts which include repair, installation, towing etc.",['watercraft'],"['watercraft', 'repair', 'etc', 'tow', 'includ', 'servic', 'perform', 'instal']",
2473,SW040400,Watercraft (other)-installation - associated with the sale of tpp,,"['sale', 'watercraft', 'tpp', 'associ', 'instal']",[],
2474,SW040500,Watercraft (other)-installation - not associated with the sale of tpp,,"['sale', 'watercraft', 'tpp', 'associ', 'instal']",[],
2475,SW040700,Watercraft (other)-repair,,"['watercraft', 'repair']",[],30181809.0
2476,SW050000,"Website - design, maintenance or management services",,"['design', 'mainten', 'manag', 'websit', 'servic']",[],48111306.0
2477,SW050001,"Website design, maintenance or management services - for business use",,"['design', 'mainten', 'manag', 'websit', 'use', 'servic', 'busin']",[],48111306.0
2478,SW050300,Domain registration,,"['domain', 'registr']",[],
2479,SW050301,Website - domain registration - for business use,,"['websit', 'use', 'registr', 'busin', 'domain']",[],48101501.0
2480,SW050400,Website-hosting,,"['websit', 'host']",[],
2481,SW050401,Website - hosting *see additional code description,Note: use of this code will apply the chicago personal property lease transaction tax to all transactions made to chicago addresses.,"['websit', 'descript', 'addit', 'host', 'see', 'code']","['appli', 'properti', 'transact', 'note', 'chicago', 'leas', 'use', 'made', 'address', 'tax', 'code', 'person']",
2482,SW050402,Website - hosting - for business use,,"['websit', 'host', 'use', 'busin']",[],48101501.0
2483,SW050403,Website - hosting - for business use *see additional avatax system tax code information,Note: use of this code will apply the chicago personal property lease transaction tax to all transactions made to chicago addresses.,"['see', 'avatax', 'inform', 'websit', 'use', 'tax', 'addit', 'host', 'system', 'busin', 'code']","['appli', 'properti', 'transact', 'note', 'chicago', 'leas', 'use', 'made', 'address', 'tax', 'code', 'person']",48101501.0
2484,SW050500,Website-information access,,"['websit', 'inform', 'acc']",[],43233513.0
2485,SW050501,Website - information access - for business use,,"['inform', 'websit', 'use', 'acc', 'busin']",[],48101501.0
2486,SW057242,Web design services,,"['servic', 'design', 'web']",[],48101901.0
2487,SW057243,Web design services - for business use,,"['design', 'use', 'servic', 'web', 'busin']",[],48101501.0
2488,SW052000,"Asp - hosted software, server not in the state",Software application hosted by an application service provider (asp). software applications are web-based and accessed remotely via the internet. no tangible personal property is exchanged. (note: server location may affect taxability. contact avalara support for details about server location).,"['host', 'softwar', 'state', 'server', 'asp']","['remot', 'softwar', 'may', 'affect', 'avalara', 'server', 'taxabl', 'web', 'via', 'note', 'support', 'access', 'tangibl', 'detail', 'asp', 'contact', 'host', 'properti', 'exchang', 'provid', 'base', 'servic', 'locat', 'applic', 'internet', 'person']",
2489,SW052001,"Asp - hosted software, server not in state - for business use only",Software application hosted by an application service provider (asp). software applications are web-based and accessed remotely via the internet. no tangible personal property is exchanged. (note: server location may affect taxability. contact avalara support for details about server location).,"['host', 'softwar', 'state', 'server', 'use', 'asp', 'busin']","['remot', 'softwar', 'may', 'affect', 'avalara', 'server', 'taxabl', 'web', 'via', 'note', 'support', 'access', 'tangibl', 'detail', 'asp', 'contact', 'host', 'properti', 'exchang', 'provid', 'base', 'servic', 'locat', 'applic', 'internet', 'person']",48101501.0
2490,SW052010,"Implementation services - hosted software, server not in the state, performed remotely",Implementation services associated with the sale of hosted software and are performed remotely. server not located in the state.,"['host', 'remot', 'softwar', 'state', 'implement', 'server', 'servic', 'perform']","['sale', 'host', 'remot', 'softwar', 'state', 'implement', 'locat', 'server', 'servic', 'perform', 'associ']",48101901.0
2491,SW052011,"Implementation services - hosted software, server not in the state, performed remotely - for business use",Implementation services associated with the sale of hosted software and are performed remotely. server not located in the state.,"['host', 'remot', 'softwar', 'state', 'implement', 'server', 'servic', 'use', 'busin', 'perform']","['sale', 'host', 'remot', 'softwar', 'state', 'implement', 'locat', 'server', 'servic', 'perform', 'associ']",48101501.0
2492,SW052020,"Implementation services - hosted software, server not in the state, performed on-site",Implementation services associated with the sale of hosted software and are performed on-site. server not located in the state.,"['host', 'softwar', 'state', 'implement', 'site', 'server', 'servic', 'perform']","['sale', 'host', 'softwar', 'state', 'implement', 'site', 'locat', 'server', 'servic', 'perform', 'associ']",48101901.0
2493,SW052021,"Implementation services - hosted software, server not in the state, performed on-site - for business use",Implementation services associated with the sale of hosted software and are performed on-site. server not located in the state.,"['host', 'softwar', 'state', 'implement', 'site', 'server', 'servic', 'use', 'busin', 'perform']","['sale', 'host', 'softwar', 'state', 'implement', 'site', 'locat', 'server', 'servic', 'perform', 'associ']",48101501.0
